symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
btcusd,2018-01-26 00:00:00+00:00,11155.54,11741.82,10273.7534134014,11153.474626698,22706.92,11155.54,11741.82,10273.7534134014,11153.474626698,22706.92,0.0,1.0
btcusd,2018-01-27 00:00:00+00:00,11092.95,11641.788460965,10263.32,11050.4974058113,24463.67,11092.95,11641.788460965,10263.32,11050.4974058113,24463.67,0.0,1.0
btcusd,2018-01-28 00:00:00+00:00,11446.54,12184.222006993,10815.84,11486.5633889667,20319.81,11446.54,12184.222006993,10815.84,11486.5633889667,20319.81,0.0,1.0
btcusd,2018-01-29 00:00:00+00:00,11685.58,11989.15,11103.1522441834,11868.7516101777,18810.09,11685.58,11989.15,11103.1522441834,11868.7516101777,18810.09,0.0,1.0
btcusd,2018-01-30 00:00:00+00:00,11162.62,11820.01,9879.9777692895,11238.2422436632,23086.36,11162.62,11820.01,9879.9777692895,11238.2422436632,23086.36,0.0,1.0
btcusd,2018-01-31 00:00:00+00:00,9971.0,11222.36,9679.8280811546,10182.7509780774,31241.19,9971.0,11222.36,9679.8280811546,10182.7509780774,31241.19,0.0,1.0
btcusd,2018-02-01 00:00:00+00:00,10149.0,10344.4910628404,8869.7899159168,10292.2173288959,26301.51,10149.0,10344.4910628404,8869.7899159168,10292.2173288959,26301.51,0.0,1.0
btcusd,2018-02-02 00:00:00+00:00,8998.99,10187.56,7982.1721554901,9196.2184423929,47837.59,8998.99,10187.56,7982.1721554901,9196.2184423929,47837.59,0.0,1.0
btcusd,2018-02-03 00:00:00+00:00,8838.83,9498.6949358252,7625.25,8929.4082550936,56966.02,8838.83,9498.6949358252,7625.25,8929.4082550936,56966.02,0.0,1.0
btcusd,2018-02-04 00:00:00+00:00,9225.86,9491.2,7965.6914127908,9215.7847156767,30064.37,9225.86,9491.2,7965.6914127908,9215.7847156767,30064.37,0.0,1.0
btcusd,2018-02-05 00:00:00+00:00,8191.0,9350.09,6749.2330045082,8209.6328341966,45044.67,8191.0,9350.09,6749.2330045082,8209.6328341966,45044.67,0.0,1.0
btcusd,2018-02-06 00:00:00+00:00,6874.27,8335.56,6033.1455416255,6988.204697387,79754.43,6874.27,8335.56,6033.1455416255,6988.204697387,79754.43,0.0,1.0
btcusd,2018-02-07 00:00:00+00:00,7737.37,8602.0472180339,5920.72,7770.6784774077,90990.37,7737.37,8602.0472180339,5920.72,7770.6784774077,90990.37,0.0,1.0
btcusd,2018-02-08 00:00:00+00:00,7588.01,8692.4962030768,7213.8,7629.2189497248,47373.89,7588.01,8692.4962030768,7213.8,7629.2189497248,47373.89,0.0,1.0
btcusd,2018-02-09 00:00:00+00:00,8259.76,8768.7564151459,7565.5,8331.4977808743,36370.39,8259.76,8768.7564151459,7565.5,8331.4977808743,36370.39,0.0,1.0
btcusd,2018-02-10 00:00:00+00:00,8693.98,9079.3970696319,7753.32,8695.2504785182,32205.12,8693.98,9079.3970696319,7753.32,8695.2504785182,32205.12,0.0,1.0
btcusd,2018-02-11 00:00:00+00:00,8560.0,9090.8,7832.3406555807,8553.8795893894,26156.56,8560.0,9090.8,7832.3406555807,8553.8795893894,26156.56,0.0,1.0
btcusd,2018-02-12 00:00:00+00:00,8067.0,8988.5583119827,7820.0,8080.1610418239,19334.79,8067.0,8988.5583119827,7820.0,8080.1610418239,19334.79,0.0,1.0
btcusd,2018-02-13 00:00:00+00:00,8899.0,8995.0,8067.0,8879.6303333393,97747.700980042,8899.0,8995.0,8067.0,8879.6303333393,97747.700980042,0.0,1.0
btcusd,2018-02-14 00:00:00+00:00,8522.99,9472.9884290411,8360.13,8522.0510594411,128881.3582330596,8522.99,9472.9884290411,8360.13,8522.0510594411,128881.3582330596,0.0,1.0
btcusd,2018-02-15 00:00:00+00:00,9490.98,10198.0158553327,8504.57,9466.5723437668,124841.8583914131,9490.98,10198.0158553327,8504.57,9466.5723437668,124841.8583914131,0.0,1.0
btcusd,2018-02-16 00:00:00+00:00,10018.0,10284.602395369,9350.0,10010.867855058,100828.5133670303,10018.0,10284.602395369,9350.0,10010.867855058,100828.5133670303,0.0,1.0
btcusd,2018-02-17 00:00:00+00:00,10196.0,11105.0623772379,9707.51,10170.2281251307,100695.4187060376,10196.0,11105.0623772379,9707.51,10170.2281251307,100695.4187060376,0.0,1.0
btcusd,2018-02-18 00:00:00+00:00,11101.0,11266.7036251401,10053.5,11078.1952640847,119139.5072935241,11101.0,11266.7036251401,10053.5,11078.1952640847,119139.5072935241,0.0,1.0
btcusd,2018-02-19 00:00:00+00:00,10421.06,11300.0,10153.15,10419.9922622538,86807.5623033594,10421.06,11300.0,10153.15,10419.9922622538,86807.5623033594,0.0,1.0
btcusd,2018-02-20 00:00:00+00:00,11173.0,11797.0066398089,10307.51,11170.8422412932,101617.1934808955,11173.0,11797.0066398089,10307.51,11170.8422412932,101617.1934808955,0.0,1.0
btcusd,2018-02-21 00:00:00+00:00,11233.41,11780.0,10249.3024062339,11193.5614777003,111781.6283829457,11233.41,11780.0,10249.3024062339,11193.5614777003,111781.6283829457,0.0,1.0
btcusd,2018-02-22 00:00:00+00:00,10449.4,11275.74,9753.5259565231,10476.0251965211,129879.9888632019,10449.4,11275.74,9753.5259565231,10476.0251965211,129879.9888632019,0.0,1.0
btcusd,2018-02-23 00:00:00+00:00,9843.34,10935.0,9596.1687041154,9845.1392073657,112439.1308766834,9843.34,10935.0,9596.1687041154,9845.1392073657,112439.1308766834,0.0,1.0
btcusd,2018-02-24 00:00:00+00:00,10166.1,10527.3531106502,9389.4229593058,10167.798215475,93777.8809116573,10166.1,10527.3531106502,9389.4229593058,10167.798215475,93777.8809116573,0.0,1.0
btcusd,2018-02-25 00:00:00+00:00,9689.99,10540.63,9316.35755439,9714.1067576667,69804.2785938742,9689.99,10540.63,9316.35755439,9714.1067576667,69804.2785938742,0.0,1.0
btcusd,2018-02-26 00:00:00+00:00,9590.04,10452.7797255587,9260.0,9610.1268278219,102033.5877342885,9590.04,10452.7797255587,9260.0,9610.1268278219,102033.5877342885,0.0,1.0
btcusd,2018-02-27 00:00:00+00:00,10324.7,10851.5933170873,9376.34,10322.2864893428,91311.4809888745,10324.7,10851.5933170873,9376.34,10322.2864893428,91311.4809888745,0.0,1.0
btcusd,2018-02-28 00:00:00+00:00,10566.3,11066.5048887934,10150.0,10592.5756911078,76611.1592363298,10566.3,11066.5048887934,10150.0,10592.5756911078,76611.1592363298,0.0,1.0
btcusd,2018-03-01 00:00:00+00:00,10314.9,11064.75,10232.0697594572,10329.5901120608,76552.6390715683,10314.9,11064.75,10232.0697594572,10329.5901120608,76552.6390715683,0.0,1.0
btcusd,2018-03-02 00:00:00+00:00,10903.13,11196.5445309088,10223.41,10929.2677564632,62010.69106967,10903.13,11196.5445309088,10223.41,10929.2677564632,62010.69106967,0.0,1.0
btcusd,2018-03-03 00:00:00+00:00,11029.99,11537.9132338415,10774.01,11042.5017612382,62491.02109114,11029.99,11537.9132338415,10774.01,11042.5017612382,62491.02109114,0.0,1.0
btcusd,2018-03-04 00:00:00+00:00,11445.0,11545.7558536709,11022.85,11465.2324516211,56133.97879793,11445.0,11545.7558536709,11022.85,11465.2324516211,56133.97879793,0.0,1.0
btcusd,2018-03-05 00:00:00+00:00,11463.27,11712.4716812209,11054.91,11508.6860137788,64951.0925465056,11463.27,11712.4716812209,11054.91,11508.6860137788,64951.0925465056,0.0,1.0
btcusd,2018-03-06 00:00:00+00:00,11419.24,11688.0,10572.3343874696,11429.4948286938,106560.5519839975,11419.24,11688.0,10572.3343874696,11429.4948286938,106560.5519839975,0.0,1.0
btcusd,2018-03-07 00:00:00+00:00,10723.76,11420.01,9669.1202088944,10731.1738582845,154716.4442641991,10723.76,11420.01,9669.1202088944,10731.1738582845,154716.4442641991,0.0,1.0
btcusd,2018-03-08 00:00:00+00:00,9913.03,10911.78,9078.1786541371,9899.5890839159,153665.44216385,9913.03,10911.78,9078.1786541371,9899.5890839159,153665.44216385,0.0,1.0
btcusd,2018-03-09 00:00:00+00:00,9285.32,10150.0,8395.4176407624,9284.1130911099,199895.44144016,9285.32,10150.0,8395.4176407624,9284.1130911099,199895.44144016,0.0,1.0
btcusd,2018-03-10 00:00:00+00:00,9230.0,9521.8697285243,8366.0,9244.4701492967,130337.13660946,9230.0,9521.8697285243,8366.0,9244.4701492967,130337.13660946,0.0,1.0
btcusd,2018-03-11 00:00:00+00:00,8791.47,9743.0544796961,8467.2549668361,8793.227740963,125153.3071681702,8791.47,9743.0544796961,8467.2549668361,8793.227740963,125153.3071681702,0.0,1.0
btcusd,2018-03-12 00:00:00+00:00,9535.04,9873.6960254999,8450.0,9507.0722326084,132677.14890442,9535.04,9873.6960254999,8450.0,9507.0722326084,132677.14890442,0.0,1.0
btcusd,2018-03-13 00:00:00+00:00,9120.75,9892.0,8742.07,9138.5704039668,151325.06937247,9120.75,9892.0,8742.07,9138.5704039668,151325.06937247,0.0,1.0
btcusd,2018-03-14 00:00:00+00:00,9142.32,9482.79,7962.9993518745,9150.8010709557,141919.06528634,9142.32,9482.79,7962.9993518745,9150.8010709557,141919.06528634,0.0,1.0
btcusd,2018-03-15 00:00:00+00:00,8196.69,9356.14,7718.0070882694,8205.2055976538,158671.65558104,8196.69,9356.14,7718.0070882694,8205.2055976538,158671.65558104,0.0,1.0
btcusd,2018-03-16 00:00:00+00:00,8265.05,8619.6723414361,7682.0,8259.0910103,152800.55613217,8265.05,8619.6723414361,7682.0,8259.0910103,152800.55613217,0.0,1.0
btcusd,2018-03-17 00:00:00+00:00,8258.54,8613.06,7763.9444203685,8274.788510238,100224.17910726,8258.54,8613.06,7763.9444203685,8274.788510238,100224.17910726,0.0,1.0
btcusd,2018-03-18 00:00:00+00:00,7860.83,8356.4,7290.7672458613,7860.671548843,153718.6524083,7860.83,8356.4,7290.7672458613,7860.671548843,153718.6524083,0.0,1.0
btcusd,2018-03-19 00:00:00+00:00,8188.24,8737.003238128,7325.37,8228.1068182565,142198.0331908,8188.24,8737.003238128,7325.37,8228.1068182565,142198.0331908,0.0,1.0
btcusd,2018-03-20 00:00:00+00:00,8596.93,9057.4259857015,8114.17,8588.13121353,132704.28482478,8596.93,9057.4259857015,8114.17,8588.13121353,132704.28482478,0.0,1.0
btcusd,2018-03-21 00:00:00+00:00,8904.02,9190.0606121193,8313.01,8914.6007205126,95031.86783736,8904.02,9190.0606121193,8313.01,8914.6007205126,95031.86783736,0.0,1.0
btcusd,2018-03-22 00:00:00+00:00,8893.79,9188.1,8475.5009991817,8896.9981039873,134923.81755255,8893.79,9188.1,8475.5009991817,8896.9981039873,134923.81755255,0.0,1.0
btcusd,2018-03-23 00:00:00+00:00,8704.67,9099.59,8330.5802503361,8718.7815748013,98873.32076374,8704.67,9099.59,8330.5802503361,8718.7815748013,98873.32076374,0.0,1.0
btcusd,2018-03-24 00:00:00+00:00,8920.79,9038.6460863409,8265.0,8927.7984437247,98353.75224103,8920.79,9038.6460863409,8265.0,8927.7984437247,98353.75224103,0.0,1.0
btcusd,2018-03-25 00:00:00+00:00,8547.0,9020.0,8384.9743282918,8550.1037502534,62603.54463837,8547.0,9020.0,8384.9743282918,8550.1037502534,62603.54463837,0.0,1.0
btcusd,2018-03-26 00:00:00+00:00,8453.9,8680.0,7846.158349602,8393.9959254156,117623.26998735,8453.9,8680.0,7846.158349602,8393.9959254156,117623.26998735,0.0,1.0
btcusd,2018-03-27 00:00:00+00:00,8149.66,8500.0,7735.6958963594,8143.0967273787,135771.7229281952,8149.66,8500.0,7735.6958963594,8143.0967273787,135771.7229281952,0.0,1.0
btcusd,2018-03-28 00:00:00+00:00,7791.7,8211.62,7736.8624307055,7810.9327604447,78638.0940990662,7791.7,8211.62,7736.8624307055,7810.9327604447,78638.0940990662,0.0,1.0
btcusd,2018-03-29 00:00:00+00:00,7932.41,8104.98,6921.0557228847,7944.7396615899,200854.7180262249,7932.41,8104.98,6921.0557228847,7944.7396615899,200854.7180262249,0.0,1.0
btcusd,2018-03-30 00:00:00+00:00,7088.38,7968.0,6578.9320531342,7098.6465065141,212366.1885730101,7088.38,7968.0,6578.9320531342,7098.6465065141,212366.1885730101,0.0,1.0
btcusd,2018-03-31 00:00:00+00:00,6850.0,7302.35,6550.0,6856.7020155255,122441.38113836,6850.0,7302.35,6550.0,6856.7020155255,122441.38113836,0.0,1.0
btcusd,2018-04-01 00:00:00+00:00,6928.62,7231.73,6444.9696538361,6968.1597242484,148631.4491560974,6928.62,7231.73,6444.9696538361,6968.1597242484,148631.4491560974,0.0,1.0
btcusd,2018-04-02 00:00:00+00:00,6813.52,7136.82583128,6427.16,6827.9754214703,131402.585095343,6813.52,7136.82583128,6427.16,6827.9754214703,131402.585095343,0.0,1.0
btcusd,2018-04-03 00:00:00+00:00,7052.76,7520.4201812659,6759.96,7065.6408040942,139743.8332234878,7052.76,7520.4201812659,6759.96,7065.6408040942,139743.8332234878,0.0,1.0
btcusd,2018-04-04 00:00:00+00:00,7416.27,7506.84,6728.227102762,7358.7821247278,123070.9368242593,7416.27,7506.84,6728.227102762,7358.7821247278,123070.9368242593,0.0,1.0
btcusd,2018-04-05 00:00:00+00:00,6799.95,7430.0,6584.8345520911,6806.4841983956,131603.4589652075,6799.95,7430.0,6584.8345520911,6806.4841983956,131603.4589652075,0.0,1.0
btcusd,2018-04-06 00:00:00+00:00,6771.69,6928.7,6519.0637256945,6786.6196898449,105664.11144631,6771.69,6928.7,6519.0637256945,6786.6196898449,105664.11144631,0.0,1.0
btcusd,2018-04-07 00:00:00+00:00,6618.33,7085.4853308827,6510.0,6622.4454885993,104994.44072064,6618.33,7085.4853308827,6510.0,6622.4454885993,104994.44072064,0.0,1.0
btcusd,2018-04-08 00:00:00+00:00,6904.9,7137.2081740191,6600.99,6916.8374673968,65647.73556922,6904.9,7137.2081740191,6600.99,6916.8374673968,65647.73556922,0.0,1.0
btcusd,2018-04-09 00:00:00+00:00,7027.26,7166.4769791353,6624.5573958339,7013.3320869794,116140.2139392148,7027.26,7166.4769791353,6624.5573958339,7013.3320869794,116140.2139392148,0.0,1.0
btcusd,2018-04-10 00:00:00+00:00,6780.1,7175.83,6611.49,6797.9021959966,80479.2205478304,6780.1,7175.83,6611.49,6797.9021959966,80479.2205478304,0.0,1.0
btcusd,2018-04-11 00:00:00+00:00,6835.67,7013.3163222449,6653.21,6857.2144119227,82668.9178479349,6835.67,7013.3163222449,6653.21,6857.2144119227,82668.9178479349,0.0,1.0
btcusd,2018-04-12 00:00:00+00:00,6940.94,8016.0081388391,6762.1627279529,6955.2867836061,181286.5541653639,6940.94,8016.0081388391,6762.1627279529,6955.2867836061,181286.5541653639,0.0,1.0
btcusd,2018-04-13 00:00:00+00:00,7923.78,8233.8523626029,6758.45,7930.5513147531,176891.2000651082,7923.78,8233.8523626029,6758.45,7930.5513147531,176891.2000651082,0.0,1.0
btcusd,2018-04-14 00:00:00+00:00,7896.92,8239.33,7753.32,7895.177842715,101868.5739636477,7896.92,8239.33,7753.32,7895.177842715,101868.5739636477,0.0,1.0
btcusd,2018-04-15 00:00:00+00:00,8000.41,8426.4425862353,7835.0,8018.8871671933,91453.950636759,8000.41,8426.4425862353,7835.0,8018.8871671933,91453.950636759,0.0,1.0
btcusd,2018-04-16 00:00:00+00:00,8354.22,8422.8132887315,7901.9980596252,8363.952087,115703.4020603284,8354.22,8422.8132887315,7901.9980596252,8363.952087,115703.4020603284,0.0,1.0
btcusd,2018-04-17 00:00:00+00:00,8048.15,8424.99,7842.5681786055,8077.2466002314,99740.4860478729,8048.15,8424.99,7842.5681786055,8077.2466002314,99740.4860478729,0.0,1.0
btcusd,2018-04-18 00:00:00+00:00,7890.87,8248.1033920413,7806.81,7910.0748264619,93261.7223559038,7890.87,8248.1033920413,7806.81,7910.0748264619,93261.7223559038,0.0,1.0
btcusd,2018-04-19 00:00:00+00:00,8172.84,8313.0551320887,7870.35,8183.772553725,92954.2591880228,8172.84,8313.0551320887,7870.35,8183.772553725,92954.2591880228,0.0,1.0
btcusd,2018-04-20 00:00:00+00:00,8271.31,8903.1197832713,8074.44,8287.8437785341,126366.827921952,8271.31,8903.1197832713,8074.44,8287.8437785341,126366.827921952,0.0,1.0
btcusd,2018-04-21 00:00:00+00:00,8861.0,9057.6030186187,8216.9,8873.90163173,88943.81802668,8861.0,9057.6030186187,8216.9,8873.90163173,88943.81802668,0.0,1.0
btcusd,2018-04-22 00:00:00+00:00,8920.71,9060.1701223249,8608.0,8935.3068069276,69721.99805138,8920.71,9060.1701223249,8608.0,8935.3068069276,69721.99805138,0.0,1.0
btcusd,2018-04-23 00:00:00+00:00,8789.96,9036.52,8760.0,8843.6292762975,65581.9571526711,8789.96,9036.52,8760.0,8843.6292762975,65581.9571526711,0.0,1.0
btcusd,2018-04-24 00:00:00+00:00,8946.95,9726.9489494637,8771.22,8950.5646258316,137039.898550671,8946.95,9726.9489494637,8771.22,8950.5646258316,137039.898550671,0.0,1.0
btcusd,2018-04-25 00:00:00+00:00,9648.0,9737.16,8752.2022208628,9550.5036695099,184373.2523034486,9648.0,9737.16,8752.2022208628,9550.5036695099,184373.2523034486,0.0,1.0
btcusd,2018-04-26 00:00:00+00:00,8864.99,9755.53,8658.0631742193,8873.5377819909,155737.4972947334,8864.99,9755.53,8658.0631742193,8873.5377819909,155737.4972947334,0.0,1.0
btcusd,2018-04-27 00:00:00+00:00,9274.48,9387.6639367826,8647.29,9271.4221811664,105238.8835887042,9274.48,9387.6639367826,8647.29,9271.4221811664,105238.8835887042,0.0,1.0
btcusd,2018-04-28 00:00:00+00:00,8921.43,9472.7450534952,8883.6769132413,9000.0145206509,87252.1979213411,8921.43,9472.7450534952,8883.6769132413,9000.0145206509,87252.1979213411,0.0,1.0
btcusd,2018-04-29 00:00:00+00:00,9345.11,9562.32720113,8854.47,9348.7016238716,107702.8556265541,9345.11,9562.32720113,8854.47,9348.7016238716,107702.8556265541,0.0,1.0
btcusd,2018-04-30 00:00:00+00:00,9393.99,9538.75,9127.9935408193,9407.4622220331,73025.7562981791,9393.99,9538.75,9127.9935408193,9407.4622220331,73025.7562981791,0.0,1.0
btcusd,2018-05-01 00:00:00+00:00,9242.17,9443.96,8835.7279048585,9244.7226995079,86077.0859157603,9242.17,9443.96,8835.7279048585,9244.7226995079,86077.0859157603,0.0,1.0
btcusd,2018-05-02 00:00:00+00:00,9066.9,9271.0861928141,8815.91,9071.1082702037,63109.0983612725,9066.9,9271.0861928141,8815.91,9071.1082702037,63109.0983612725,0.0,1.0
btcusd,2018-05-03 00:00:00+00:00,9222.0,9824.2220419495,8975.23,9244.3981219639,62356.8880252957,9222.0,9824.2220419495,8975.23,9244.3981219639,62356.8880252957,0.0,1.0
btcusd,2018-05-04 00:00:00+00:00,9732.43,9817.0531848223,9165.19,9738.7445726591,63421.7081588859,9732.43,9817.0531848223,9165.19,9738.7445726591,63421.7081588859,0.0,1.0
btcusd,2018-05-05 00:00:00+00:00,9696.57,9994.229705427,9527.38,9705.9652370764,85643.8877143808,9696.57,9994.229705427,9527.38,9705.9652370764,85643.8877143808,0.0,1.0
btcusd,2018-05-06 00:00:00+00:00,9823.28,9964.3957926842,9429.9315690805,9859.8967592876,85199.0664755186,9823.28,9964.3957926842,9429.9315690805,9859.8967592876,85199.0664755186,0.0,1.0
btcusd,2018-05-07 00:00:00+00:00,9623.54,9918.41,9182.3687165558,9644.7615212639,95084.22169653,9623.54,9918.41,9182.3687165558,9644.7615212639,95084.22169653,0.0,1.0
btcusd,2018-05-08 00:00:00+00:00,9359.52,9634.5,9048.8144304369,9363.5327574252,91366.6636552842,9359.52,9634.5,9048.8144304369,9363.5327574252,91366.6636552842,0.0,1.0
btcusd,2018-05-09 00:00:00+00:00,9167.69,9450.0,8972.8803276427,9188.968477182,75580.860996824,9167.69,9450.0,8972.8803276427,9188.968477182,75580.860996824,0.0,1.0
btcusd,2018-05-10 00:00:00+00:00,9308.49,9395.508658801,8974.62,9314.7828886189,62232.2922067161,9308.49,9395.508658801,8974.62,9314.7828886189,62232.2922067161,0.0,1.0
btcusd,2018-05-11 00:00:00+00:00,9020.99,9393.0,8345.6449270373,8930.0054505065,126810.1111193374,9020.99,9393.0,8345.6449270373,8930.0054505065,126810.1111193374,0.0,1.0
btcusd,2018-05-12 00:00:00+00:00,8411.42,9018.38,8190.5121917337,8413.0297525902,130464.2281077,8411.42,9018.38,8190.5121917337,8413.0297525902,130464.2281077,0.0,1.0
btcusd,2018-05-13 00:00:00+00:00,8481.6,8767.0100857955,8208.81,8478.4675908501,85006.9780253,8481.6,8767.0100857955,8208.81,8478.4675908501,85006.9780253,0.0,1.0
btcusd,2018-05-14 00:00:00+00:00,8696.58,8886.1816912224,8280.3963006727,8686.965311365,117087.57140535,8696.58,8886.1816912224,8280.3963006727,8686.965311365,117087.57140535,0.0,1.0
btcusd,2018-05-15 00:00:00+00:00,8674.36,8900.9,8286.57,8672.5390634584,86649.25449385,8674.36,8900.9,8286.57,8672.5390634584,86649.25449385,0.0,1.0
btcusd,2018-05-16 00:00:00+00:00,8474.99,8865.0,8113.4717303901,8439.0259505568,81303.40562598,8474.99,8865.0,8113.4717303901,8439.0259505568,81303.40562598,0.0,1.0
btcusd,2018-05-17 00:00:00+00:00,8346.59,8505.33,7989.9797731327,8334.8211502562,86017.52499504,8346.59,8505.33,7989.9797731327,8334.8211502562,86017.52499504,0.0,1.0
btcusd,2018-05-18 00:00:00+00:00,8067.03,8500.0,7923.9502667357,8056.2209001835,68400.9340118021,8067.03,8500.0,7923.9502667357,8056.2209001835,68400.9340118021,0.0,1.0
btcusd,2018-05-19 00:00:00+00:00,8248.87,8415.4183384063,7929.53,8237.9305431306,54701.39911084,8248.87,8415.4183384063,7929.53,8237.9305431306,54701.39911084,0.0,1.0
btcusd,2018-05-20 00:00:00+00:00,8231.2,8596.7070405235,8141.08,8228.4358568897,57416.24689437,8231.2,8596.7070405235,8141.08,8228.4358568897,57416.24689437,0.0,1.0
btcusd,2018-05-21 00:00:00+00:00,8518.48,8651.1180580676,8170.71,8520.8776738266,64031.1294430578,8518.48,8651.1180580676,8170.71,8520.8776738266,64031.1294430578,0.0,1.0
btcusd,2018-05-22 00:00:00+00:00,8391.76,8589.1,7950.0280073787,8395.8814875183,77875.3318776925,8391.76,8589.1,7950.0280073787,8395.8814875183,77875.3318776925,0.0,1.0
btcusd,2018-05-23 00:00:00+00:00,7984.08,8417.65,7434.1849581381,7983.9596463764,125744.3213446953,7984.08,8417.65,7434.1849581381,7983.9596463764,125744.3213446953,0.0,1.0
btcusd,2018-05-24 00:00:00+00:00,7502.89,8032.01,7316.3192487475,7504.6379698495,116805.8603201916,7502.89,8032.01,7316.3192487475,7504.6379698495,116805.8603201916,0.0,1.0
btcusd,2018-05-25 00:00:00+00:00,7586.88,7733.99,7267.24,7580.4990328231,77387.407953843,7586.88,7733.99,7267.24,7580.4990328231,77387.407953843,0.0,1.0
btcusd,2018-05-26 00:00:00+00:00,7471.18,7661.07,7300.1812678221,7469.1653722389,61746.9756029134,7471.18,7661.07,7300.1812678221,7469.1653722389,61746.9756029134,0.0,1.0
